Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
22,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
23,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
24,"[msvcrt.dll]",1,0,0.01,0.00,"msvcrt.dll",
25,"[msvcrt.dll]",1,0,0.01,0.00,"msvcrt.dll",
26,"[msvcrt.dll]",1,0,0.01,0.00,"msvcrt.dll",
27,"[msvcrt.dll]",1,0,0.01,0.00,"msvcrt.dll",
28,"[msvcrt.dll]",1,0,0.01,0.00,"msvcrt.dll",
29,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
30,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
31,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
32,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
33,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,1,0.01,0.01,"ntdll.dll",
5,"cudaDeviceReset",12,0,0.11,0.00,"final_project2.exe",
6,"cudart::cudaApiDeviceReset",12,0,0.11,0.00,"final_project2.exe",
7,"cudart::device::resetPrimaryContext",12,0,0.11,0.00,"final_project2.exe",
8,"[nvcuda.dll]",12,0,0.11,0.00,"nvcuda.dll",
9,"[nvcuda.dll]",12,0,0.11,0.00,"nvcuda.dll",
10,"[nvcuda.dll]",12,0,0.11,0.00,"nvcuda.dll",
11,"[nvcuda.dll]",12,0,0.11,0.00,"nvcuda.dll",
12,"[nvcuda.dll]",12,0,0.11,0.00,"nvcuda.dll",
13,"[nvcuda.dll]",12,0,0.11,0.00,"nvcuda.dll",
14,"[nvcuda.dll]",12,1,0.11,0.01,"nvcuda.dll",
15,"[nvcuda.dll]",11,0,0.10,0.00,"nvcuda.dll",
16,"[nvcuda.dll]",11,1,0.10,0.01,"nvcuda.dll",
17,"[nvcuda.dll]",10,0,0.09,0.00,"nvcuda.dll",
18,"[nvcuda.dll]",4,0,0.04,0.00,"nvcuda.dll",
19,"[nvcuda.dll]",2,0,0.02,0.00,"nvcuda.dll",
20,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
20,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
21,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
22,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
23,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
24,"[KernelBase.dll]",1,0,0.01,0.00,"KernelBase.dll",
25,"[ntdll.dll]",1,1,0.01,0.01,"ntdll.dll",
19,"[win32u.dll]",2,2,0.02,0.02,"win32u.dll",
18,"[win32u.dll]",4,4,0.04,0.04,"win32u.dll",
18,"[KernelBase.dll]",2,0,0.02,0.00,"KernelBase.dll",
19,"[ntdll.dll]",2,2,0.02,0.02,"ntdll.dll",
5,"rand_tools::rand01_skip_ahead",5,0,0.05,0.00,"final_project2.exe",
6,"arma::Col<int>::Col<int>",2,1,0.02,0.01,"final_project2.exe",
7,"arma::arrayops::copy<int>",1,1,0.01,0.01,"final_project2.exe",
6,"arma::glue_times::apply<int,0,0,0,arma::Mat<int>,arma::Col<int> >",1,0,0.01,0.00,"final_project2.exe",
7,"arma::gemv_emul<0,0,0>::apply<int,arma::Mat<int> >",1,0,0.01,0.00,"final_project2.exe",
8,"arma::gemv_emul_helper::dot_row_col<int,arma::Mat<int> >",1,1,0.01,0.01,"final_project2.exe",
6,"arma::eop_core<arma::eop_pow>::apply<arma::Mat<int>,arma::Mat<int> >",1,0,0.01,0.00,"final_project2.exe",
7,"__sse2_pow2",1,0,0.01,0.00,"final_project2.exe",
8,"pow_scalar",1,1,0.01,0.01,"final_project2.exe",
6,"arma::Mat<int>::zeros",1,1,0.01,0.01,"final_project2.exe",
5,"cudaFree",1,0,0.01,0.00,"final_project2.exe",
6,"cudart::cudaApiFree",1,0,0.01,0.00,"final_project2.exe",
7,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
8,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
9,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
10,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
11,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
12,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
13,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
14,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
15,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
16,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
17,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
18,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
19,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
4,"derivatives::cuda_cap_floor","1,673",0,15.87,0.00,"final_project2.exe",
5,"cudaDeviceSynchronize","1,411",0,13.39,0.00,"final_project2.exe",
6,"cudart::cudaApiDeviceSynchronize","1,411",0,13.39,0.00,"final_project2.exe",
7,"[nvcuda.dll]","1,411",0,13.39,0.00,"nvcuda.dll",
8,"[nvcuda.dll]","1,411",0,13.39,0.00,"nvcuda.dll",
9,"[nvcuda.dll]","1,411",0,13.39,0.00,"nvcuda.dll",
10,"[nvcuda.dll]","1,411",0,13.39,0.00,"nvcuda.dll",
11,"[nvcuda.dll]","1,411",5,13.39,0.05,"nvcuda.dll",
12,"[nvcuda.dll]","1,406",0,13.34,0.00,"nvcuda.dll",
13,"[nvcuda.dll]","1,406",2,13.34,0.02,"nvcuda.dll",
14,"[nvcuda.dll]","1,404",2,13.32,0.02,"nvcuda.dll",
15,"[nvcuda.dll]","1,402",6,13.30,0.06,"nvcuda.dll",
16,"[nvcuda.dll]","1,396",3,13.24,0.03,"nvcuda.dll",
17,"[nvcuda.dll]","1,192",13,11.31,0.12,"nvcuda.dll",
18,"[nvcuda.dll]","1,179",3,11.19,0.03,"nvcuda.dll",
19,"[nvcuda.dll]","1,176",4,11.16,0.04,"nvcuda.dll",
20,"[win32u.dll]","1,170","1,170",11.10,11.10,"win32u.dll",
20,"[gdi32full.dll]",1,1,0.01,0.01,"gdi32full.dll",
20,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
21,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
22,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
23,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
17,"[win32u.dll]",201,201,1.91,1.91,"win32u.dll",
5,"cudaMemcpy",219,0,2.08,0.00,"final_project2.exe",
6,"cudart::cudaApiMemcpy",219,0,2.08,0.00,"final_project2.exe",
7,"cudart::cudaApiMemcpy",219,0,2.08,0.00,"final_project2.exe",
8,"cudart::driverHelper::memcpyDispatch",218,1,2.07,0.01,"final_project2.exe",
9,"[nvcuda.dll]",217,0,2.06,0.00,"nvcuda.dll",
10,"[nvcuda.dll]",217,1,2.06,0.01,"nvcuda.dll",
11,"[nvcuda.dll]",216,0,2.05,0.00,"nvcuda.dll",
12,"[nvcuda.dll]",216,2,2.05,0.02,"nvcuda.dll",
13,"[nvcuda.dll]",214,2,2.03,0.02,"nvcuda.dll",
14,"[nvcuda.dll]",212,2,2.01,0.02,"nvcuda.dll",
15,"[nvcuda.dll]",210,2,1.99,0.02,"nvcuda.dll",
16,"[nvcuda.dll]",208,3,1.97,0.03,"nvcuda.dll",
17,"[nvcuda.dll]",203,4,1.93,0.04,"nvcuda.dll",
18,"[nvcuda.dll]",199,2,1.89,0.02,"nvcuda.dll",
19,"[nvcuda.dll]",197,2,1.87,0.02,"nvcuda.dll",
20,"[nvcuda.dll]",194,2,1.84,0.02,"nvcuda.dll",
21,"[nvcuda.dll]",183,6,1.74,0.06,"nvcuda.dll",
22,"[nvcuda.dll]",169,2,1.60,0.02,"nvcuda.dll",
23,"[nvcuda.dll]",167,1,1.58,0.01,"nvcuda.dll",
24,"[nvcuda.dll]",114,1,1.08,0.01,"nvcuda.dll",
25,"[win32u.dll]",113,113,1.07,1.07,"win32u.dll",
24,"[win32u.dll]",52,52,0.49,0.49,"win32u.dll",
22,"[win32u.dll]",8,8,0.08,0.08,"win32u.dll",
21,"[win32u.dll]",9,9,0.09,0.09,"win32u.dll",
20,"[ntdll.dll]",1,1,0.01,0.01,"ntdll.dll",
17,"[ntdll.dll]",2,2,0.02,0.02,"ntdll.dll",
8,"cudart::doLazyInitContextState",1,1,0.01,0.01,"final_project2.exe",
5,"cudaMalloc",29,0,0.28,0.00,"final_project2.exe",
6,"cudart::cudaApiMalloc",29,0,0.28,0.00,"final_project2.exe",
7,"cudart::doLazyInitContextState",28,0,0.27,0.00,"final_project2.exe",
8,"cudart::contextStateManager::getRuntimeContextState",28,0,0.27,0.00,"final_project2.exe",
9,"cudart::contextStateManager::initDriverContext",27,0,0.26,0.00,"final_project2.exe",
10,"cudart::contextStateManager::initPrimaryContext",27,0,0.26,0.00,"final_project2.exe",
11,"[nvcuda.dll]",27,0,0.26,0.00,"nvcuda.dll",
12,"[nvcuda.dll]",27,0,0.26,0.00,"nvcuda.dll",
13,"[nvcuda.dll]",27,0,0.26,0.00,"nvcuda.dll",
14,"[nvcuda.dll]",27,0,0.26,0.00,"nvcuda.dll",
15,"[nvcuda.dll]",27,0,0.26,0.00,"nvcuda.dll",
16,"[nvcuda.dll]",27,0,0.26,0.00,"nvcuda.dll",
17,"[nvcuda.dll]",27,0,0.26,0.00,"nvcuda.dll",
18,"[nvcuda.dll]",26,3,0.25,0.03,"nvcuda.dll",
19,"[nvcuda.dll]",23,0,0.22,0.00,"nvcuda.dll",
20,"[nvcuda.dll]",23,1,0.22,0.01,"nvcuda.dll",
21,"[nvcuda.dll]",16,1,0.15,0.01,"nvcuda.dll",
22,"[nvcuda.dll]",15,0,0.14,0.00,"nvcuda.dll",
23,"[nvcuda.dll]",12,0,0.11,0.00,"nvcuda.dll",
24,"[nvcuda.dll]",10,0,0.09,0.00,"nvcuda.dll",
25,"[nvcuda.dll]",6,0,0.06,0.00,"nvcuda.dll",
26,"[nvcuda.dll]",5,0,0.05,0.00,"nvcuda.dll",
27,"[nvcuda.dll]",5,0,0.05,0.00,"nvcuda.dll",
28,"[nvcuda.dll]",5,0,0.05,0.00,"nvcuda.dll",
29,"[gdi32.dll]",2,0,0.02,0.00,"gdi32.dll",
30,"[win32u.dll]",2,2,0.02,0.02,"win32u.dll",
29,"[nvcuda.dll]",2,0,0.02,0.00,"nvcuda.dll",
30,"[win32u.dll]",2,2,0.02,0.02,"win32u.dll",
29,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
26,"[gdi32.dll]",1,0,0.01,0.00,"gdi32.dll",
27,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
25,"[gdi32.dll]",4,0,0.04,0.00,"gdi32.dll",
26,"[win32u.dll]",4,4,0.04,0.04,"win32u.dll",
24,"[gdi32.dll]",2,0,0.02,0.00,"gdi32.dll",
25,"[win32u.dll]",2,2,0.02,0.02,"win32u.dll",
23,"[gdi32.dll]",2,0,0.02,0.00,"gdi32.dll",
24,"[win32u.dll]",2,2,0.02,0.02,"win32u.dll",
23,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
21,"[win32u.dll]",6,6,0.06,0.06,"win32u.dll",
18,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
9,"cudart::contextStateManager::initRuntimeContextState_nonreentrant",1,0,0.01,0.00,"final_project2.exe",
10,"cudart::contextState::applyChanges",1,0,0.01,0.00,"final_project2.exe",
11,"cudart::globalModule::loadIntoContext",1,0,0.01,0.00,"final_project2.exe",
12,"cudart::contextState::loadCubin",1,0,0.01,0.00,"final_project2.exe",
13,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
14,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
15,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
16,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
17,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
18,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
19,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
20,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
21,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
22,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
23,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
24,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
25,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
26,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
27,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
7,"cudart::driverHelper::mallocPtr",1,0,0.01,0.00,"final_project2.exe",
8,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
9,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
10,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
11,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
12,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
13,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
14,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
15,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
16,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
17,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
18,"[gdi32.dll]",1,0,0.01,0.00,"gdi32.dll",
19,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
5,"cudaDeviceReset",10,0,0.09,0.00,"final_project2.exe",
6,"cudart::cudaApiDeviceReset",10,0,0.09,0.00,"final_project2.exe",
7,"cudart::device::resetPrimaryContext",10,0,0.09,0.00,"final_project2.exe",
8,"[nvcuda.dll]",10,0,0.09,0.00,"nvcuda.dll",
9,"[nvcuda.dll]",10,0,0.09,0.00,"nvcuda.dll",
10,"[nvcuda.dll]",10,0,0.09,0.00,"nvcuda.dll",
11,"[nvcuda.dll]",10,0,0.09,0.00,"nvcuda.dll",
12,"[nvcuda.dll]",10,1,0.09,0.01,"nvcuda.dll",
13,"[nvcuda.dll]",9,0,0.09,0.00,"nvcuda.dll",
14,"[nvcuda.dll]",9,1,0.09,0.01,"nvcuda.dll",
15,"[nvcuda.dll]",8,0,0.08,0.00,"nvcuda.dll",
16,"[nvcuda.dll]",8,0,0.08,0.00,"nvcuda.dll",
17,"[nvcuda.dll]",7,0,0.07,0.00,"nvcuda.dll",
18,"[win32u.dll]",3,3,0.03,0.03,"win32u.dll",
18,"[KernelBase.dll]",2,0,0.02,0.00,"KernelBase.dll",
19,"[ntdll.dll]",2,2,0.02,0.02,"ntdll.dll",
18,"[nvcuda.dll]",2,0,0.02,0.00,"nvcuda.dll",
19,"[nvcuda.dll]",2,0,0.02,0.00,"nvcuda.dll",
20,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
20,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
21,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
22,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
23,"[nvcuda.dll]",1,0,0.01,0.00,"nvcuda.dll",
24,"[KernelBase.dll]",1,0,0.01,0.00,"KernelBase.dll",
25,"[ntdll.dll]",1,1,0.01,0.01,"ntdll.dll",
17,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
5,"rand_tools::rand01_skip_ahead",4,0,0.04,0.00,"final_project2.exe",
6,"arma::eop_core<arma::eop_pow>::apply<arma::Mat<int>,arma::Mat<int> >",3,0,0.03,0.00,"final_project2.exe",
7,"__sse2_pow2",3,0,0.03,0.00,"final_project2.exe",
8,"pow_scalar",3,3,0.03,0.03,"final_project2.exe",
6,"arma::Col<int>::Col<int>",1,1,0.01,0.01,"final_project2.exe",
3,"[ucrtbase.dll]",1,0,0.01,0.00,"ucrtbase.dll",
4,"[ucrtbase.dll]",1,0,0.01,0.00,"ucrtbase.dll",
5,"[kernel32.dll]",1,0,0.01,0.00,"kernel32.dll",
6,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
7,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
8,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
9,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
10,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
11,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
12,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
13,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
14,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
15,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
16,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
17,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
18,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
19,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
20,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
21,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
22,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
23,"[nvapi64.dll]",1,0,0.01,0.00,"nvapi64.dll",
24,"[win32u.dll]",1,1,0.01,0.01,"win32u.dll",
2,"[ntdll.dll]",5,0,0.05,0.00,"ntdll.dll",
3,"[ntdll.dll]",5,0,0.05,0.00,"ntdll.dll",
4,"[ntdll.dll]",5,0,0.05,0.00,"ntdll.dll",
5,"[ntdll.dll]",5,0,0.05,0.00,"ntdll.dll",
6,"[ntdll.dll]",5,1,0.05,0.01,"ntdll.dll",
7,"[ntdll.dll]",4,0,0.04,0.00,"ntdll.dll",
8,"[ntdll.dll]",4,2,0.04,0.02,"ntdll.dll",
9,"[ntdll.dll]",2,1,0.02,0.01,"ntdll.dll",
10,"[ntdll.dll]",1,1,0.01,0.01,"ntdll.dll",
2,"[nvcuda.dll]",5,0,0.05,0.00,"nvcuda.dll",
3,"[nvcuda.dll]",5,0,0.05,0.00,"nvcuda.dll",
4,"[nvcuda.dll]",5,0,0.05,0.00,"nvcuda.dll",
5,"[nvcuda.dll]",4,0,0.04,0.00,"nvcuda.dll",
6,"[KernelBase.dll]",4,0,0.04,0.00,"KernelBase.dll",
7,"[ntdll.dll]",2,2,0.02,0.02,"ntdll.dll",
7,"[KernelBase.dll]",2,0,0.02,0.00,"KernelBase.dll",
8,"[ntdll.dll]",2,2,0.02,0.02,"ntdll.dll",
5,"[kernel32.dll]",1,1,0.01,0.01,"kernel32.dll",
1,"[ntdll.dll]",3,0,0.03,0.00,"ntdll.dll",
2,"[ntdll.dll]",3,0,0.03,0.00,"ntdll.dll",
3,"[ntdll.dll]",3,0,0.03,0.00,"ntdll.dll",
4,"[ntdll.dll]",3,0,0.03,0.00,"ntdll.dll",
5,"[ntdll.dll]",2,0,0.02,0.00,"ntdll.dll",
6,"[ntdll.dll]",2,0,0.02,0.00,"ntdll.dll",
7,"[ntdll.dll]",2,0,0.02,0.00,"ntdll.dll",
8,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
9,"[ntdll.dll]",1,1,0.01,0.01,"ntdll.dll",
8,"[msvcp140.dll]",1,0,0.01,0.00,"msvcp140.dll",
9,"[ucrtbase.dll]",1,0,0.01,0.00,"ucrtbase.dll",
10,"[msvcp140.dll]",1,0,0.01,0.00,"msvcp140.dll",
11,"[KernelBase.dll]",1,0,0.01,0.00,"KernelBase.dll",
12,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.01,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,1,0.01,0.01,"ntdll.dll",
5,"[shlwapi.dll]",1,1,0.01,0.01,"shlwapi.dll",
0,"ScriptedSandbox64.exe","2,082",0,100.00,0.00,"",
0,"[ntdll.dll]","2,064",2,99.14,0.10,"ntdll.dll",
1,"[kernel32.dll]","2,033",0,97.65,0.00,"kernel32.dll",
2,"[ScriptedSandbox64.exe]","1,465",2,70.37,0.10,"ScriptedSandbox64.exe",
3,"[user32.dll]","1,390",1,66.76,0.05,"user32.dll",
4,"[user32.dll]","1,080",1,51.87,0.05,"user32.dll",
5,"[ScriptedSandbox64.exe]",536,2,25.74,0.10,"ScriptedSandbox64.exe",
6,"[mshtml.dll]",453,0,21.76,0.00,"mshtml.dll",
7,"[jscript9.dll]",448,0,21.52,0.00,"jscript9.dll",
8,"[jscript9.dll]",448,1,21.52,0.05,"jscript9.dll",
9,"[jscript9.dll]",447,0,21.47,0.00,"jscript9.dll",
10,"[jscript9.dll]",447,0,21.47,0.00,"jscript9.dll",
11,"[jscript9.dll]",446,0,21.42,0.00,"jscript9.dll",
12,"[jscript9.dll]",446,1,21.42,0.05,"jscript9.dll",
13,"[jscript9.dll]",444,1,21.33,0.05,"jscript9.dll",
14,"[jscript9.dll]",443,0,21.28,0.00,"jscript9.dll",
15,"[jscript9.dll]",441,1,21.18,0.05,"jscript9.dll",
16,"[jscript9.dll]",440,8,21.13,0.38,"jscript9.dll",
17,"[jscript9.dll]",430,8,20.65,0.38,"jscript9.dll",
18,"[jscript9.dll]",422,18,20.27,0.86,"jscript9.dll",
19,"[jscript9.dll]",402,22,19.31,1.06,"jscript9.dll",
20,"[jscript9.dll]",380,95,18.25,4.56,"jscript9.dll",
21,"[jscript9.dll]",285,25,13.69,1.20,"jscript9.dll",
22,"[jscript9.dll]",260,13,12.49,0.62,"jscript9.dll",
23,"[jscript9.dll]",247,17,11.86,0.82,"jscript9.dll",
24,"[jscript9.dll]",228,8,10.95,0.38,"jscript9.dll",
25,"[jscript9.dll]",218,5,10.47,0.24,"jscript9.dll",
26,"[jscript9.dll]",212,8,10.18,0.38,"jscript9.dll",
27,"[jscript9.dll]",204,1,9.80,0.05,"jscript9.dll",
28,"[jscript9.dll]",197,5,9.46,0.24,"jscript9.dll",
29,"[jscript9.dll]",191,3,9.17,0.14,"jscript9.dll",
30,"[jscript9.dll]",187,3,8.98,0.14,"jscript9.dll",
31,"[jscript9.dll]",184,2,8.84,0.10,"jscript9.dll",
32,"[jscript9.dll]",182,0,8.74,0.00,"jscript9.dll",
33,"[jscript9.dll]",181,1,8.69,0.05,"jscript9.dll",
34,"[jscript9.dll]",180,3,8.65,0.14,"jscript9.dll",
35,"[jscript9.dll]",176,2,8.45,0.10,"jscript9.dll",
36,"[jscript9.dll]",174,3,8.36,0.14,"jscript9.dll",
37,"[jscript9.dll]",171,1,8.21,0.05,"jscript9.dll",
38,"[jscript9.dll]",170,4,8.17,0.19,"jscript9.dll",
39,"[jscript9.dll]",161,1,7.73,0.05,"jscript9.dll",
40,"[jscript9.dll]",160,2,7.68,0.10,"jscript9.dll",
41,"[jscript9.dll]",158,0,7.59,0.00,"jscript9.dll",
42,"[jscript9.dll]",158,1,7.59,0.05,"jscript9.dll",
43,"[jscript9.dll]",156,0,7.49,0.00,"jscript9.dll",
44,"[jscript9.dll]",154,2,7.40,0.10,"jscript9.dll",
45,"[jscript9.dll]",152,0,7.30,0.00,"jscript9.dll",
46,"[jscript9.dll]",152,2,7.30,0.10,"jscript9.dll",
47,"[jscript9.dll]",150,1,7.20,0.05,"jscript9.dll",
48,"[jscript9.dll]",148,1,7.11,0.05,"jscript9.dll",
49,"[jscript9.dll]",147,2,7.06,0.10,"jscript9.dll",
50,"[jscript9.dll]",145,1,6.96,0.05,"jscript9.dll",
51,"[jscript9.dll]",144,0,6.92,0.00,"jscript9.dll",
52,"[jscript9.dll]",143,2,6.87,0.10,"jscript9.dll",
53,"[jscript9.dll]",141,2,6.77,0.10,"jscript9.dll",
54,"[jscript9.dll]",139,0,6.68,0.00,"jscript9.dll",
55,"[jscript9.dll]",138,1,6.63,0.05,"jscript9.dll",
56,"[jscript9.dll]",134,0,6.44,0.00,"jscript9.dll",
57,"[jscript9.dll]",133,0,6.39,0.00,"jscript9.dll",
58,"[jscript9.dll]",133,0,6.39,0.00,"jscript9.dll",
59,"[jscript9.dll]",133,1,6.39,0.05,"jscript9.dll",
60,"[jscript9.dll]",132,1,6.34,0.05,"jscript9.dll",
61,"[jscript9.dll]",128,2,6.15,0.10,"jscript9.dll",
62,"[jscript9.dll]",117,1,5.62,0.05,"jscript9.dll",
63,"[jscript9.dll]",115,3,5.52,0.14,"jscript9.dll",
64,"[jscript9.dll]",111,4,5.33,0.19,"jscript9.dll",
65,"[jscript9.dll]",103,0,4.95,0.00,"jscript9.dll",
66,"[jscript9.dll]",100,1,4.80,0.05,"jscript9.dll",
67,"[jscript9.dll]",96,0,4.61,0.00,"jscript9.dll",
68,"[jscript9.dll]",95,0,4.56,0.00,"jscript9.dll",
69,"[jscript9.dll]",95,1,4.56,0.05,"jscript9.dll",
70,"[jscript9.dll]",93,0,4.47,0.00,"jscript9.dll",
71,"[jscript9.dll]",93,2,4.47,0.10,"jscript9.dll",
72,"[jscript9.dll]",87,0,4.18,0.00,"jscript9.dll",
73,"[jscript9.dll]",85,0,4.08,0.00,"jscript9.dll",
74,"[jscript9.dll]",85,0,4.08,0.00,"jscript9.dll",
75,"[jscript9.dll]",85,1,4.08,0.05,"jscript9.dll",
76,"[jscript9.dll]",79,0,3.79,0.00,"jscript9.dll",
77,"[jscript9.dll]",78,2,3.75,0.10,"jscript9.dll",
78,"[jscript9.dll]",74,0,3.55,0.00,"jscript9.dll",
79,"[jscript9.dll]",74,2,3.55,0.10,"jscript9.dll",
80,"[jscript9.dll]",72,0,3.46,0.00,"jscript9.dll",
81,"[jscript9.dll]",70,1,3.36,0.05,"jscript9.dll",
82,"[jscript9.dll]",69,0,3.31,0.00,"jscript9.dll",
83,"[jscript9.dll]",68,2,3.27,0.10,"jscript9.dll",
84,"[jscript9.dll]",66,1,3.17,0.05,"jscript9.dll",
85,"[jscript9.dll]",61,1,2.93,0.05,"jscript9.dll",
86,"[jscript9.dll]",58,3,2.79,0.14,"jscript9.dll",
87,"[jscript9.dll]",55,0,2.64,0.00,"jscript9.dll",
88,"[jscript9.dll]",55,0,2.64,0.00,"jscript9.dll",
89,"[jscript9.dll]",54,2,2.59,0.10,"jscript9.dll",
90,"[jscript9.dll]",52,1,2.50,0.05,"jscript9.dll",
91,"[jscript9.dll]",51,2,2.45,0.10,"jscript9.dll",
92,"[jscript9.dll]",49,2,2.35,0.10,"jscript9.dll",
93,"[jscript9.dll]",46,0,2.21,0.00,"jscript9.dll",
94,"[jscript9.dll]",46,1,2.21,0.05,"jscript9.dll",
95,"[jscript9.dll]",43,0,2.07,0.00,"jscript9.dll",
96,"[jscript9.dll]",43,1,2.07,0.05,"jscript9.dll",
97,"[jscript9.dll]",38,0,1.83,0.00,"jscript9.dll",
